"order_id","customer_id","order_date","delivery_date","status","total_amount","delivery_address","promo_code","payment_method"
11786,891,2024-05-13 15:56:00.000,"2024-05-14",delivered,1019.63,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 3",,sbp
11787,2361,2024-11-17 11:04:00.000,"2024-11-18",delivered,182.57,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 33",,card
11788,442,2024-07-07 11:51:00.000,"2024-07-08",delivered,2614.26,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 8",SUMMER15,card
11789,357,2024-11-11 15:55:00.000,"2024-11-12",delivered,941.3,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 52",WELCOME10,card
11790,546,2024-10-10 15:45:00.000,"2024-10-11",delivered,136.3,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 11",,cash
11791,1266,2024-04-26 20:55:00.000,"2024-04-27",delivered,902.55,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 32",,cash
11792,2258,2024-01-01 16:14:00.000,"2024-01-02",delivered,648.67,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 11",,card
11793,2343,2024-11-11 20:39:00.000,"2024-11-12",delivered,915.95,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 89",WELCOME10,cash
11794,1082,2024-04-19 18:23:00.000,"2024-04-20",delivered,1393.84,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 82",SUMMER15,sbp
11795,669,2024-07-29 15:27:00.000,"2024-07-30",delivered,1403.48,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 64",,card
11796,2412,2024-11-30 10:34:00.000,"2024-12-01",delivered,1145.96,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 31",WELCOME10,card
11797,130,2024-02-04 17:39:00.000,"2024-02-05",delivered,1259.22,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 27",WELCOME10,cash
11798,539,2024-01-02 10:45:00.000,"2024-01-03",delivered,454.92,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 15",SUMMER15,cash
11799,60,2024-08-21 14:46:00.000,"2024-08-22",delivered,448.77,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 89",SUMMER15,cash
11800,598,2024-01-19 09:17:00.000,"2024-01-20",delivered,426.03,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 66",FRESH20,card
11801,991,2024-09-05 08:26:00.000,"2024-09-06",delivered,1223.55,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 25",SUMMER15,card
11802,1444,2024-02-21 13:47:00.000,"2024-02-22",delivered,1681.43,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 54",WELCOME10,cash
11803,523,2024-05-15 11:47:00.000,"2024-05-16",delivered,219.54,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 93",FRESH20,card
11804,2426,2024-11-03 09:56:00.000,"2024-11-04",delivered,1356.52,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 44",FRESH20,card
11805,990,2024-02-07 15:50:00.000,"2024-02-08",confirmed,541.99,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 17",SUMMER15,card
11806,2381,2024-07-12 11:36:00.000,"2024-07-13",delivered,593.2,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 39",FRESH20,card
11807,2437,2024-07-01 09:24:00.000,"2024-07-02",delivered,1598.21,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 20",,card
11808,222,2024-03-19 14:44:00.000,"2024-03-20",delivered,589.49,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 81",SUMMER15,card
11809,1731,2024-04-22 14:52:00.000,"2024-04-23",delivered,935.86,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 61",SUMMER15,card
11810,2091,2024-10-09 16:07:00.000,"2024-10-10",delivered,1854.03,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 90",,cash
11811,1055,2024-06-23 11:30:00.000,"2024-06-24",delivered,822.06,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 82",,cash
11812,1298,2024-01-22 14:27:00.000,"2024-01-23",delivered,239.42,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 44",SUMMER15,card
11813,681,2024-05-25 19:10:00.000,"2024-05-26",delivered,1089.81,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 57",SUMMER15,sbp
11814,731,2024-04-15 09:20:00.000,"2024-04-16",delivered,1638.18,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 22",WELCOME10,card
11815,748,2024-07-06 16:41:00.000,"2024-07-07",delivered,411.68,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 34",SUMMER15,card
11816,593,2024-02-28 12:06:00.000,"2024-02-29",confirmed,1182.43,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 27",,card
11817,2248,2024-04-30 09:02:00.000,"2024-05-01",delivered,1307.29,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 54",FRESH20,card
11818,2349,2024-07-21 14:33:00.000,"2024-07-22",delivered,424.79,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 64",SUMMER15,card
11819,1409,2024-02-16 11:04:00.000,"2024-02-17",delivered,1245.75,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 92",,sbp
11820,2380,2024-03-11 17:42:00.000,"2024-03-12",delivered,385.13,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 2",,cash
11821,856,2024-03-14 20:14:00.000,"2024-03-15",delivered,692.57,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 5",,cash
11822,2456,2024-06-29 18:00:00.000,"2024-06-30",delivered,806.47,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 71",,card
11823,735,2024-03-01 10:38:00.000,"2024-03-02",delivered,171.67,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 30",,card
11824,858,2024-10-29 11:59:00.000,"2024-10-30",delivered,160.3,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 68",,cash
11825,687,2024-03-27 10:47:00.000,"2024-03-28",delivered,1202.6,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 8",,card
11826,1254,2024-08-16 10:03:00.000,"2024-08-17",delivered,536.45,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 68",,card
11827,703,2024-06-12 18:24:00.000,"2024-06-13",cancelled,1313.47,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 24",,sbp
11828,1177,2024-04-22 09:41:00.000,"2024-04-23",confirmed,442.28,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 73",,card
11829,1712,2024-03-03 15:52:00.000,"2024-03-04",delivered,1638.58,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 85",,card
11830,2233,2024-01-03 17:18:00.000,"2024-01-04",delivered,1254.34,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 61",WELCOME10,card
11831,110,2024-05-29 17:23:00.000,"2024-05-30",delivered,824.25,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 9",,cash
11832,1677,2024-08-30 09:34:00.000,"2024-08-31",delivered,1367.72,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 31",,card
11833,1833,2024-02-07 17:52:00.000,"2024-02-08",delivered,852.35,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 9",,card
11834,1003,2024-02-01 14:24:00.000,"2024-02-02",delivered,3151.5,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 84",,card
11835,2495,2024-03-01 19:21:00.000,"2024-03-02",delivered,1932.09,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 20",,sbp
11836,906,2024-07-22 17:18:00.000,"2024-07-23",delivered,544.93,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 9",WELCOME10,card
11837,89,2024-01-05 20:48:00.000,"2024-01-06",delivered,567.54,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 56",WELCOME10,card
11838,137,2024-09-20 17:52:00.000,"2024-09-21",delivered,1175.26,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 22",,card
11839,1548,2024-10-11 11:41:00.000,"2024-10-12",delivered,1128.09,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 59",,card
11840,345,2024-08-27 08:22:00.000,"2024-08-28",delivered,3733.6,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 5",,card
11841,552,2024-02-15 17:19:00.000,"2024-02-16",confirmed,1932.45,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 13",,sbp
11842,269,2024-02-23 12:29:00.000,"2024-02-24",delivered,763.2,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 73",,card
11843,1044,2024-08-04 08:37:00.000,"2024-08-05",delivered,954.29,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 29",WELCOME10,cash
11844,1912,2024-06-05 20:38:00.000,"2024-06-06",delivered,1299.66,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 33",,card
11845,188,2024-11-28 10:09:00.000,"2024-11-29",delivered,623.58,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 2",,card
11846,2114,2024-01-02 15:35:00.000,"2024-01-03",delivered,2168.85,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 60",,card
11847,1413,2024-09-27 19:41:00.000,"2024-09-28",confirmed,438.63,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 61",SUMMER15,card
11848,794,2024-01-25 08:05:00.000,"2024-01-26",delivered,151.99,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 52",FRESH20,card
11849,296,2024-11-12 10:34:00.000,"2024-11-13",delivered,2044.16,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 78",WELCOME10,cash
11850,576,2024-01-12 12:08:00.000,"2024-01-13",delivered,3029.62,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 98",SUMMER15,sbp
11851,2410,2024-07-04 08:37:00.000,"2024-07-05",delivered,1514.57,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 29",WELCOME10,cash
11852,1189,2024-07-20 08:10:00.000,"2024-07-21",delivered,639.67,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 14",FRESH20,sbp
11853,1507,2024-01-24 17:33:00.000,"2024-01-25",delivered,692.41,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 25",SUMMER15,cash
11854,1278,2024-10-07 14:59:00.000,"2024-10-08",delivered,675.23,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 30",SUMMER15,card
11855,119,2024-01-06 20:00:00.000,"2024-01-07",delivered,939.03,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 94",FRESH20,cash
11856,500,2024-05-16 08:15:00.000,"2024-05-17",delivered,2081.1,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 9",,cash
11857,2457,2024-05-25 15:08:00.000,"2024-05-26",delivered,375.66,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 66",FRESH20,card
11858,783,2024-05-26 13:25:00.000,"2024-05-27",delivered,353.03,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 31",,card
11859,1324,2024-07-15 08:56:00.000,"2024-07-16",delivered,1426.43,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 13",WELCOME10,cash
11860,1583,2024-09-12 14:56:00.000,"2024-09-13",delivered,498.97,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 64",,cash
11861,1589,2024-02-20 11:06:00.000,"2024-02-21",delivered,1771.57,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 65",,cash
11862,1231,2024-11-30 20:39:00.000,"2024-12-01",cancelled,785.78,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 74",,cash
11863,1095,2024-05-07 17:58:00.000,"2024-05-08",delivered,1281.48,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 35",,card
11864,571,2024-11-22 14:05:00.000,"2024-11-23",delivered,1529.0,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 99",,card
11865,805,2024-07-12 16:01:00.000,"2024-07-13",delivered,1439.08,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 51",,card
11866,1367,2024-01-11 13:59:00.000,"2024-01-12",delivered,1094.79,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 94",SUMMER15,card
11867,506,2024-04-12 09:35:00.000,"2024-04-13",delivered,356.61,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 19",SUMMER15,card
11868,1608,2024-10-14 09:19:00.000,"2024-10-15",delivered,513.39,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 47",,card
11869,755,2024-05-09 11:35:00.000,"2024-05-10",delivered,432.95,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 30",,card
11870,1689,2024-07-24 08:16:00.000,"2024-07-25",delivered,2527.97,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 13",,cash
11871,1911,2024-09-18 14:45:00.000,"2024-09-19",delivered,691.48,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 36",,card
11872,1037,2024-05-10 12:13:00.000,"2024-05-11",delivered,670.6,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 88",FRESH20,sbp
11873,2242,2024-11-02 12:58:00.000,"2024-11-03",delivered,1110.57,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 17",WELCOME10,cash
11874,973,2024-02-17 12:19:00.000,"2024-02-18",delivered,202.58,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 20",WELCOME10,card
11875,27,2024-02-21 10:19:00.000,"2024-02-22",delivered,649.45,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 42",WELCOME10,card
11876,1922,2024-07-03 17:38:00.000,"2024-07-04",delivered,1039.82,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 48",WELCOME10,card
11877,1070,2024-01-21 17:11:00.000,"2024-01-22",delivered,500.04,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 55",SUMMER15,card
11878,928,2024-05-23 10:59:00.000,"2024-05-24",delivered,929.74,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 41",,cash
11879,792,2024-08-23 15:08:00.000,"2024-08-24",delivered,2741.45,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 84",FRESH20,sbp
11880,1784,2024-07-08 11:51:00.000,"2024-07-09",delivered,938.76,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 14",FRESH20,sbp
11881,1089,2024-11-25 11:42:00.000,"2024-11-26",delivered,1675.93,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 53",SUMMER15,card
11882,589,2024-03-01 15:19:00.000,"2024-03-02",delivered,148.19,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 84",,card
11883,161,2024-01-13 12:50:00.000,"2024-01-14",delivered,1213.15,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 23",,cash
11884,406,2024-11-01 17:38:00.000,"2024-11-02",delivered,2454.76,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 67",,cash
11885,411,2024-07-14 20:27:00.000,"2024-07-15",delivered,1199.5,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 31",SUMMER15,card
11886,1492,2024-05-17 11:55:00.000,"2024-05-18",delivered,1079.83,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 35",FRESH20,card
11887,30,2024-09-14 09:27:00.000,"2024-09-15",delivered,1684.35,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 86",WELCOME10,card
11888,2451,2024-02-22 18:01:00.000,"2024-02-23",delivered,413.32,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 47",,card
11889,1379,2024-05-02 13:12:00.000,"2024-05-03",delivered,777.06,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 12",SUMMER15,sbp
11890,796,2024-01-13 10:01:00.000,"2024-01-14",delivered,1809.69,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 5",,card
11891,778,2024-03-28 18:17:00.000,"2024-03-29",delivered,295.03,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 19",,cash
11892,1980,2024-01-30 19:57:00.000,"2024-01-31",delivered,471.47,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 42",WELCOME10,sbp
11893,227,2024-06-17 18:33:00.000,"2024-06-18",delivered,1424.08,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 78",,cash
11894,2137,2024-08-28 17:46:00.000,"2024-08-29",delivered,2396.55,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 73",,card
11895,8,2024-08-26 08:48:00.000,"2024-08-27",delivered,2236.78,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 12",,sbp
11896,2131,2024-07-26 12:26:00.000,"2024-07-27",delivered,2129.38,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 74",WELCOME10,card
11897,149,2024-04-13 09:07:00.000,"2024-04-14",cancelled,606.81,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 42",,card
11898,215,2024-08-20 11:36:00.000,"2024-08-21",delivered,1223.4,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 66",FRESH20,cash
11899,2053,2024-10-19 10:52:00.000,"2024-10-20",delivered,344.37,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 63",FRESH20,cash
11900,2006,2024-06-10 17:00:00.000,"2024-06-11",delivered,775.28,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 43",,cash
11901,2021,2024-07-21 14:47:00.000,"2024-07-22",delivered,1967.99,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 90",FRESH20,card
11902,561,2024-05-23 20:45:00.000,"2024-05-24",delivered,127.87,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 32",,card
11903,248,2024-04-02 09:21:00.000,"2024-04-03",delivered,860.48,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 21",,cash
11904,1551,2024-11-29 16:09:00.000,"2024-11-30",delivered,1017.27,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 21",SUMMER15,cash
11905,1175,2024-08-15 16:41:00.000,"2024-08-16",delivered,2098.62,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 79",WELCOME10,card
11906,577,2024-06-17 17:35:00.000,"2024-06-18",delivered,2480.58,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 31",,sbp
11907,879,2024-08-10 12:31:00.000,"2024-08-11",delivered,1818.72,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 92",FRESH20,cash
11908,1142,2024-11-09 15:25:00.000,"2024-11-10",delivered,1708.75,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 55",SUMMER15,cash
11909,565,2024-02-23 11:09:00.000,"2024-02-24",delivered,1466.74,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 100",FRESH20,sbp
11910,408,2024-04-30 10:02:00.000,"2024-05-01",delivered,1200.06,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 93",,cash
11911,2450,2024-07-16 12:56:00.000,"2024-07-17",delivered,722.06,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 18",SUMMER15,cash
11912,1965,2024-08-08 12:13:00.000,"2024-08-09",delivered,2407.23,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 55",,sbp
11913,1726,2024-10-01 14:32:00.000,"2024-10-02",delivered,1623.23,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 87",,card
11914,90,2024-05-07 16:20:00.000,"2024-05-08",delivered,672.98,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 75",FRESH20,card
11915,2328,2024-08-21 11:29:00.000,"2024-08-22",delivered,4354.67,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 83",FRESH20,card
11916,171,2024-09-27 13:12:00.000,"2024-09-28",delivered,2132.31,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 47",SUMMER15,card
11917,1924,2024-07-03 09:00:00.000,"2024-07-04",delivered,1810.18,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 3",,card
11918,705,2024-08-26 18:25:00.000,"2024-08-27",delivered,1151.52,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 34",,card
11919,1178,2024-03-13 19:51:00.000,"2024-03-14",delivered,1316.93,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 40",SUMMER15,card
11920,2432,2024-07-23 13:49:00.000,"2024-07-24",delivered,904.51,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 7",,cash
11921,205,2024-04-27 12:32:00.000,"2024-04-28",delivered,1078.76,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 23",,sbp
11922,2129,2024-07-31 08:39:00.000,"2024-08-01",delivered,633.19,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 21",,cash
11923,799,2024-06-20 20:02:00.000,"2024-06-21",delivered,2294.11,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 41",,sbp
11924,1304,2024-06-19 19:27:00.000,"2024-06-20",delivered,2075.36,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 63",,card
11925,2054,2024-07-23 16:05:00.000,"2024-07-24",delivered,3113.39,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 36",,card
11926,107,2024-03-03 09:59:00.000,"2024-03-04",delivered,450.54,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 16",WELCOME10,card
11927,734,2024-10-21 09:07:00.000,"2024-10-22",delivered,440.4,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 53",FRESH20,card
11928,330,2024-04-26 11:22:00.000,"2024-04-27",delivered,1677.16,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 78",,cash
11929,1035,2024-02-21 11:53:00.000,"2024-02-22",delivered,1325.81,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 53",FRESH20,sbp
11930,2076,2024-11-14 19:02:00.000,"2024-11-15",delivered,2844.74,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 83",SUMMER15,cash
11931,2451,2024-01-02 12:17:00.000,"2024-01-03",delivered,967.24,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 90",WELCOME10,card
11932,1605,2024-08-30 10:42:00.000,"2024-08-31",delivered,2345.03,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 82",WELCOME10,card
11933,2240,2024-09-15 13:26:00.000,"2024-09-16",delivered,2012.89,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 18",SUMMER15,card
11934,751,2024-06-28 15:04:00.000,"2024-06-29",delivered,4090.46,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 35",,sbp
11935,2283,2024-06-18 16:49:00.000,"2024-06-19",delivered,447.65,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 67",,cash
11936,1541,2024-06-11 20:35:00.000,"2024-06-12",delivered,796.44,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 16",SUMMER15,card
11937,1309,2024-02-05 08:47:00.000,"2024-02-06",delivered,1315.02,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 10",,card
11938,619,2024-01-18 20:31:00.000,"2024-01-19",delivered,424.36,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 98",,cash
11939,2305,2024-05-30 12:30:00.000,"2024-05-31",delivered,1919.14,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 49",,card
11940,2170,2024-03-30 12:05:00.000,"2024-03-31",delivered,1817.52,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 20",,sbp
11941,535,2024-02-08 08:09:00.000,"2024-02-09",delivered,1306.55,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 39",,card
11942,1442,2024-07-17 18:08:00.000,"2024-07-18",delivered,1520.9,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 21",,card
11943,1141,2024-08-22 15:24:00.000,"2024-08-23",delivered,1565.34,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 75",,card
11944,450,2024-10-30 19:02:00.000,"2024-10-31",delivered,733.38,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 62",SUMMER15,card
11945,795,2024-05-09 09:38:00.000,"2024-05-10",delivered,728.89,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 81",SUMMER15,card
11946,2235,2024-09-05 13:40:00.000,"2024-09-06",cancelled,155.06,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 94",SUMMER15,card
11947,1795,2024-08-13 12:00:00.000,"2024-08-14",delivered,1944.6,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 81",,sbp
11948,561,2024-07-03 13:13:00.000,"2024-07-04",delivered,430.61,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 4",SUMMER15,card
11949,1807,2024-03-26 20:12:00.000,"2024-03-27",delivered,1407.77,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 4",SUMMER15,card
11950,224,2024-01-01 14:02:00.000,"2024-01-02",delivered,977.55,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 61",,sbp
11951,398,2024-09-26 18:41:00.000,"2024-09-27",delivered,813.02,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 21",,card
11952,2063,2024-07-26 12:41:00.000,"2024-07-27",delivered,1562.34,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 11",SUMMER15,card
11953,611,2024-10-16 17:21:00.000,"2024-10-17",delivered,1215.03,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 37",,cash
11954,1465,2024-11-17 14:00:00.000,"2024-11-18",delivered,1237.99,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 70",,card
11955,1024,2024-04-18 17:52:00.000,"2024-04-19",delivered,359.65,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 96",,card
11956,1815,2024-05-26 12:45:00.000,"2024-05-27",delivered,1968.66,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 35",,card
11957,65,2024-04-21 13:02:00.000,"2024-04-22",delivered,245.43,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 32",,sbp
11958,2438,2024-07-04 12:28:00.000,"2024-07-05",delivered,525.98,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 18",,card
11959,1847,2024-01-25 09:09:00.000,"2024-01-26",delivered,1664.31,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 82",,card
11960,30,2024-11-26 14:04:00.000,"2024-11-27",delivered,240.52,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 20",,card
11961,1498,2024-07-22 20:06:00.000,"2024-07-23",delivered,1603.89,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 60",,card
11962,1692,2024-02-26 15:17:00.000,"2024-02-27",delivered,577.16,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 16",WELCOME10,card
11963,2087,2024-05-30 10:01:00.000,"2024-05-31",delivered,868.0,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 13",,sbp
11964,1074,2024-06-16 19:44:00.000,"2024-06-17",delivered,1116.31,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 5",,card
11965,523,2024-11-29 19:25:00.000,"2024-11-30",delivered,709.52,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 83",FRESH20,card
11966,1746,2024-09-16 17:15:00.000,"2024-09-17",delivered,2726.86,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 35",,cash
11967,2139,2024-09-07 08:47:00.000,"2024-09-08",delivered,1075.37,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 96",FRESH20,cash
11968,2162,2024-01-18 18:20:00.000,"2024-01-19",confirmed,393.21,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 80",,card
11969,2330,2024-02-09 11:30:00.000,"2024-02-10",delivered,471.08,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 99",,card
